event_id,date,site,event_datetime_utc,event_datetime_local,treatment,event_interaction,n_dolphins,n_dolphins_in_area,n_dolphins_interacting,dolphin_photoid,n_fishers_nets,n_fishers_line,fishers_number_tags,buzz_occurred,n_buzzes,fisher_success,n_nets_with_fish,n_fish_total,has_drone,event_number_in_drone,hydrophone_track_on_off,camera_photo,photoid_number,observation
20240523_155259_quarto,2024-05-23,quarto,2024-05-23T18:52:59Z,2024-05-23T18:52:59Z,cooperative,12,1,1,1,NA,3,6,14,FALSE,0,FALSE,0,0,TRUE,on:15:46:58,on 15:47:04,NA,NA,Mike GoPro
20240524_120836_tesoura,2024-05-24,tesoura,2024-05-24T15:08:36Z,2024-05-24T15:08:36Z,cooperative,NA,1,1,1,NA,1,16,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_120859_tesoura,2024-05-24,tesoura,2024-05-24T15:08:59Z,2024-05-24T15:08:59Z,cooperative,NA,1,1,1,NA,2,16,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_120913_tesoura,2024-05-24,tesoura,2024-05-24T15:09:13Z,2024-05-24T15:09:13Z,cooperative,NA,1,1,1,NA,3,16,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_122407_tesoura,2024-05-24,tesoura,2024-05-24T15:24:07Z,2024-05-24T15:24:07Z,cooperative,1,1,3,1,JH,2,17,6;2,FALSE,0,TRUE,1,2,TRUE,off:12:26:10,off:12:21:19,NA,5140,NA
20240524_122928_tesoura,2024-05-24,tesoura,2024-05-24T15:29:28Z,2024-05-24T15:29:28Z,cooperative,NA,1,5,1,60,1,15,52,FALSE,0,FALSE,0,0,TRUE,on:12:31:12,on 112: 12:31:18,NA,5152,NA
20240524_123257_tesoura,2024-05-24,tesoura,2024-05-24T15:32:57Z,2024-05-24T15:32:57Z,cooperative,2,1,1,1,JH,2,15,6;2,FALSE,0,FALSE,1,0,TRUE,on,on,NA,NA,NA
20240524_123316_tesoura,2024-05-24,tesoura,2024-05-24T15:33:16Z,2024-05-24T15:33:16Z,cooperative,2,1,1,1,JH,1,15,52,FALSE,0,FALSE,1,0,TRUE,on,on,NA,5157,NA
20240524_123351_tesoura,2024-05-24,tesoura,2024-05-24T15:33:51Z,2024-05-24T15:33:51Z,cooperative,2,1,1,1,NA,3,15,97;51;20,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240524_123442_tesoura,2024-05-24,tesoura,2024-05-24T15:34:42Z,2024-05-24T15:34:42Z,cooperative,2,1,1,1,JH,1,13,4,FALSE,0,TRUE,1,1,TRUE,on,on,NA,NA,NA
20240524_130242_tesoura,2024-05-24,tesoura,2024-05-24T16:02:42Z,2024-05-24T16:02:42Z,cooperative,3,2,3,2,NA,2,15,NA,FALSE,0,FALSE,0,0,TRUE,on,on,NA,5202,NA
20240524_135202_tesoura,2024-05-24,tesoura,2024-05-24T16:52:02Z,2024-05-24T16:52:02Z,cooperative,NA,1,3,1,JH,2,18,50,FALSE,0,FALSE,0,0,TRUE,on:13:11:21,on 114:13:11:29,NA,NA,NA
20240524_135334_tesoura,2024-05-24,tesoura,2024-05-24T16:53:34Z,2024-05-24T16:53:34Z,cooperative,NA,1,3,1,NA,1,18,NA,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240524_140020_quarto,2024-05-24,quarto,2024-05-24T17:00:20Z,2024-05-24T17:00:20Z,cooperative,NA,1,3,1,JH,1,6,NA,FALSE,0,TRUE,1,2,TRUE,on:13:30:50,on 115:13:31:04,NA,NA,NA
20240524_140115_quarto,2024-05-24,quarto,2024-05-24T17:01:15Z,2024-05-24T17:01:15Z,cooperative,NA,1,3,1,JH,3,5,14,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240524_142450_quarto,2024-05-24,quarto,2024-05-24T17:24:50Z,2024-05-24T17:24:50Z,cooperative,6,1,1,1,JH,2,10,NA,FALSE,0,TRUE,1,2,TRUE,on,on,NA,NA,NA
20240524_151820_tesoura,2024-05-24,tesoura,2024-05-24T18:18:20Z,2024-05-24T18:18:20Z,cooperative,NA,2,3,2,NA,3,6,51,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_151907_tesoura,2024-05-24,tesoura,2024-05-24T18:19:07Z,2024-05-24T18:19:07Z,cooperative,NA,3,3,3,NA,1,6,20,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_152401_tesoura,2024-05-24,tesoura,2024-05-24T18:24:01Z,2024-05-24T18:24:01Z,cooperative,NA,1,3,1,NA,1,4,51,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_153115_tesoura,2024-05-24,tesoura,2024-05-24T18:31:15Z,2024-05-24T18:31:15Z,cooperative,NA,1,8,1,NA,5,8,20;97;51,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_153455_tesoura,2024-05-24,tesoura,2024-05-24T18:34:55Z,2024-05-24T18:34:55Z,cooperative,NA,1,8,1,NA,2,8,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_154754_quarto,2024-05-24,quarto,2024-05-24T18:47:54Z,2024-05-24T18:47:54Z,cooperative,NA,1,5,1,NA,4,6,14,FALSE,0,TRUE,2,2,TRUE,off,off,NA,NA,NA
20240524_155035_quarto,2024-05-24,quarto,2024-05-24T18:50:35Z,2024-05-24T18:50:35Z,cooperative,NA,1,5,1,NA,3,6,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_155134_quarto,2024-05-24,quarto,2024-05-24T18:51:34Z,2024-05-24T18:51:34Z,cooperative,NA,1,5,1,NA,1,11,50,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_155142_quarto,2024-05-24,quarto,2024-05-24T18:51:42Z,2024-05-24T18:51:42Z,cooperative,NA,1,5,1,NA,4,11,14,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_155155_quarto,2024-05-24,quarto,2024-05-24T18:51:55Z,2024-05-24T18:51:55Z,cooperative,NA,1,5,1,NA,2,11,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_160609_quarto,2024-05-24,quarto,2024-05-24T19:06:09Z,2024-05-24T19:06:09Z,cooperative,NA,1,4,1,NA,2,10,50,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_162542_quarto,2024-05-24,quarto,2024-05-24T19:25:42Z,2024-05-24T19:25:42Z,cooperative,NA,1,5,1,NA,1,7,50,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_162601_quarto,2024-05-24,quarto,2024-05-24T19:26:01Z,2024-05-24T19:26:01Z,cooperative,NA,1,5,1,NA,1,7,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_163728_tesoura,2024-05-24,tesoura,2024-05-24T19:37:28Z,2024-05-24T19:37:28Z,cooperative,NA,3,6,3,NA,2,6,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240524_163843_tesoura,2024-05-24,tesoura,2024-05-24T19:38:43Z,2024-05-24T19:38:43Z,cooperative,NA,1,6,1,NA,1,6,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240525_104450_quarto,2024-05-25,quarto,2024-05-25T13:44:50Z,2024-05-25T13:44:50Z,cooperative,NA,1,1,1,NA,2,5,21,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240525_104815_quarto,2024-05-25,quarto,2024-05-25T13:48:15Z,2024-05-25T13:48:15Z,cooperative,NA,1,1,1,NA,1,6,21,FALSE,0,TRUE,1,6,TRUE,off,off,NA,NA,NA
20240525_104950_quarto,2024-05-25,quarto,2024-05-25T13:49:50Z,2024-05-25T13:49:50Z,cooperative,NA,1,1,1,NA,2,6,0,FALSE,0,TRUE,1,3,TRUE,off,off,NA,NA,NA
20240525_105812_quarto,2024-05-25,quarto,2024-05-25T13:58:12Z,2024-05-25T13:58:12Z,cooperative,NA,1,1,1,NA,2,7,NA,FALSE,0,TRUE,1,2,TRUE,off,off,NA,NA,NA
20240525_105949_quarto,2024-05-25,quarto,2024-05-25T13:59:49Z,2024-05-25T13:59:49Z,cooperative,NA,1,1,1,NA,2,6,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240525_110225_quarto,2024-05-25,quarto,2024-05-25T14:02:25Z,2024-05-25T14:02:25Z,cooperative,1,1,1,1,NA,1,8,0,FALSE,0,FALSE,0,0,TRUE,off,on 117:11:04:00,NA,NA,NA
20240525_110923_quarto,2024-05-25,quarto,2024-05-25T14:09:23Z,2024-05-25T14:09:23Z,cooperative,1,1,1,1,NA,3,10,21,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240525_111250_quarto,2024-05-25,quarto,2024-05-25T14:12:50Z,2024-05-25T14:12:50Z,cooperative,1,1,1,1,NA,3,10,0,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240525_112031_quarto,2024-05-25,quarto,2024-05-25T14:20:31Z,2024-05-25T14:20:31Z,cooperative,1,1,1,1,NA,1,9,21,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240525_141153_quarto,2024-05-25,quarto,2024-05-25T17:11:53Z,2024-05-25T17:11:53Z,cooperative,5,1,1,1,11,4,5,0,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240526_131922_tesoura,2024-05-26,tesoura,2024-05-26T16:19:22Z,2024-05-26T16:19:22Z,cooperative,NA,1,1,1,33,1,8,0,FALSE,0,FALSE,0,0,FALSE,NA,off 127:13:03:40,NA,5621,NA
20240526_142524_tesoura,2024-05-26,tesoura,2024-05-26T17:25:24Z,2024-05-26T17:25:24Z,cooperative,NA,1,1,1,NA,3,5,0,FALSE,0,FALSE,0,0,TRUE,on 14:27:43,off,NA,5732,NA
20240526_144817_tesoura,2024-05-26,tesoura,2024-05-26T17:48:17Z,2024-05-26T17:48:17Z,cooperative,NA,1,1,1,NA,2,4,0,FALSE,0,FALSE,0,0,FALSE,NA,off,NA,NA,NA
20240526_145036_tesoura,2024-05-26,tesoura,2024-05-26T17:50:36Z,2024-05-26T17:50:36Z,cooperative,NA,1,1,1,NA,1,5,0,FALSE,0,FALSE,0,0,FALSE,NA,off,NA,NA,NA
20240526_145944_tesoura,2024-05-26,tesoura,2024-05-26T17:59:44Z,2024-05-26T17:59:44Z,cooperative,NA,1,2,1,NA,2,5,0,FALSE,0,TRUE,1,1,FALSE,NA,off,NA,NA,NA
20240527_115045_tesoura,2024-05-27,tesoura,2024-05-27T14:50:45Z,2024-05-27T14:50:45Z,cooperative,NA,1,2,1,NA,1,3,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_115101_tesoura,2024-05-27,tesoura,2024-05-27T14:51:01Z,2024-05-27T14:51:01Z,cooperative,NA,1,2,1,NA,1,3,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_115246_tesoura,2024-05-27,tesoura,2024-05-27T14:52:46Z,2024-05-27T14:52:46Z,cooperative,NA,1,2,1,NA,3,5,23,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240527_115400_tesoura,2024-05-27,tesoura,2024-05-27T14:54:00Z,2024-05-27T14:54:00Z,cooperative,NA,1,2,1,NA,1,5,5,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_121215_tesoura,2024-05-27,tesoura,2024-05-27T15:12:15Z,2024-05-27T15:12:15Z,cooperative,NA,1,2,1,NA,2,11,5;50,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240527_121549_tesoura,2024-05-27,tesoura,2024-05-27T15:15:49Z,2024-05-27T15:15:49Z,cooperative,NA,1,2,1,NA,1,9,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_122555_tesoura,2024-05-27,tesoura,2024-05-27T15:25:55Z,2024-05-27T15:25:55Z,cooperative,NA,2,2,2,NA,4,7,5;50,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_123818_tesoura,2024-05-27,tesoura,2024-05-27T15:38:18Z,2024-05-27T15:38:18Z,cooperative,NA,1,2,1,NA,1,8,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,maybe ere cast
20240527_124054_tesoura,2024-05-27,tesoura,2024-05-27T15:40:54Z,2024-05-27T15:40:54Z,cooperative,NA,1,2,1,NA,6,6,52;50;55;23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_130707_tesoura,2024-05-27,tesoura,2024-05-27T16:07:07Z,2024-05-27T16:07:07Z,cooperative,NA,1,5,1,NA,3,10,23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_130754_tesoura,2024-05-27,tesoura,2024-05-27T16:07:54Z,2024-05-27T16:07:54Z,cooperative,NA,1,5,1,NA,2,10,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_131246_tesoura,2024-05-27,tesoura,2024-05-27T16:12:46Z,2024-05-27T16:12:46Z,cooperative,NA,1,3,1,NA,3,11,23;5;2,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240527_133621_tesoura,2024-05-27,tesoura,2024-05-27T16:36:21Z,2024-05-27T16:36:21Z,cooperative,NA,1,3,1,NA,4,15,2;50;5,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,maybe johnny cast
20240527_134727_tesoura,2024-05-27,tesoura,2024-05-27T16:47:27Z,2024-05-27T16:47:27Z,cooperative,NA,1,3,1,NA,3,8,5;2;23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_135453_tesoura,2024-05-27,tesoura,2024-05-27T16:54:53Z,2024-05-27T16:54:53Z,cooperative,NA,1,3,1,NA,3,8,2;23;5,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_135501_tesoura,2024-05-27,tesoura,2024-05-27T16:55:01Z,2024-05-27T16:55:01Z,cooperative,NA,1,3,1,NA,2,8,50,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_140554_tesoura,2024-05-27,tesoura,2024-05-27T17:05:54Z,2024-05-27T17:05:54Z,cooperative,NA,1,3,1,NA,3,9,0,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_142039_tesoura,2024-05-27,tesoura,2024-05-27T17:20:39Z,2024-05-27T17:20:39Z,cooperative,NA,1,4,1,NA,3,7,5,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_142102_tesoura,2024-05-27,tesoura,2024-05-27T17:21:02Z,2024-05-27T17:21:02Z,cooperative,NA,1,4,1,NA,2,7,23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_144325_tesoura,2024-05-27,tesoura,2024-05-27T17:43:25Z,2024-05-27T17:43:25Z,cooperative,NA,1,2,1,NA,3,6,97;23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_145305_tesoura,2024-05-27,tesoura,2024-05-27T17:53:05Z,2024-05-27T17:53:05Z,cooperative,NA,1,2,1,NA,2,5,0,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240527_145322_tesoura,2024-05-27,tesoura,2024-05-27T17:53:22Z,2024-05-27T17:53:22Z,cooperative,NA,1,2,1,NA,1,5,5,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240527_150021_tesoura,2024-05-27,tesoura,2024-05-27T18:00:21Z,2024-05-27T18:00:21Z,cooperative,NA,1,2,1,NA,1,6,52,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240528_092940_tesoura,2024-05-28,tesoura,2024-05-28T12:29:40Z,2024-05-28T12:29:40Z,cooperative,1,1,2,1,NA,2,5,2,FALSE,0,TRUE,1,4,TRUE,off,off,7D,6038,NA
20240528_095458_tesoura,2024-05-28,tesoura,2024-05-28T12:54:58Z,2024-05-28T12:54:58Z,cooperative,NA,1,2,1,NA,2,8,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,6055,NA
20240528_105020_tesoura,2024-05-28,tesoura,2024-05-28T13:50:20Z,2024-05-28T13:50:20Z,cooperative,NA,1,2,1,NA,2,5,97,FALSE,0,FALSE,0,0,TRUE,off,off,NA,6081,NA
20240528_120016_tesoura,2024-05-28,tesoura,2024-05-28T15:00:16Z,2024-05-28T15:00:16Z,cooperative,NA,1,1,1,NA,4,8,14;4,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240528_120042_tesoura,2024-05-28,tesoura,2024-05-28T15:00:42Z,2024-05-28T15:00:42Z,cooperative,NA,1,1,1,NA,2,8,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,6117,NA
20240528_120133_tesoura,2024-05-28,tesoura,2024-05-28T15:01:33Z,2024-05-28T15:01:33Z,cooperative,NA,1,1,1,NA,4,10,14;4,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240528_120348_tesoura,2024-05-28,tesoura,2024-05-28T15:03:48Z,2024-05-28T15:03:48Z,cooperative,NA,1,1,1,NA,4,9,47;2;7,FALSE,0,FALSE,0,0,TRUE,off,off,NA,6124,NA
20240528_130355_tesoura,2024-05-28,tesoura,2024-05-28T16:03:55Z,2024-05-28T16:03:55Z,cooperative,6,1,4,1,NA,1,11,NA,FALSE,0,FALSE,0,0,TRUE,on: 12:59:09,on 137: 12:39:11,NA,6155,NA
20240528_130433_tesoura,2024-05-28,tesoura,2024-05-28T16:04:33Z,2024-05-28T16:04:33Z,cooperative,6,1,4,1,NA,2,11,6,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240528_135010_quarto,2024-05-28,quarto,2024-05-28T16:50:10Z,2024-05-28T16:50:10Z,cooperative,NA,2,4,2,NA,2,6,NA,FALSE,0,FALSE,0,0,TRUE,off: 13:43:54,off 138: 13:43:38,NA,NA,NA
20240528_145213_tesoura,2024-05-28,tesoura,2024-05-28T17:52:13Z,2024-05-28T17:52:13Z,cooperative,NA,1,3,1,NA,1,7,5,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240528_150520_tesoura,2024-05-28,tesoura,2024-05-28T18:05:20Z,2024-05-28T18:05:20Z,cooperative,NA,1,3,1,NA,3,4,97;50,FALSE,0,FALSE,0,0,TRUE,off,on,NA,6424,NA
20240528_152706_tesoura,2024-05-28,tesoura,2024-05-28T18:27:06Z,2024-05-28T18:27:06Z,cooperative,9,1,3,1,JH,2,5,NA,FALSE,0,TRUE,1,2,TRUE,off,on,NA,NA,NA
20240528_152754_tesoura,2024-05-28,tesoura,2024-05-28T18:27:54Z,2024-05-28T18:27:54Z,cooperative,9,1,3,1,JH,2,5,5;89,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240528_152949_tesoura,2024-05-28,tesoura,2024-05-28T18:29:49Z,2024-05-28T18:29:49Z,cooperative,9,1,3,1,JH,1,9,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240528_153016_tesoura,2024-05-28,tesoura,2024-05-28T18:30:16Z,2024-05-28T18:30:16Z,cooperative,9,1,3,1,NA,2,9,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240528_153040_tesoura,2024-05-28,tesoura,2024-05-28T18:30:40Z,2024-05-28T18:30:40Z,cooperative,9,1,3,1,NA,1,9,23,FALSE,0,FALSE,0,0,TRUE,off,off: 15:31,NA,NA,NA
20240528_153420_quarto,2024-05-28,quarto,2024-05-28T18:34:20Z,2024-05-28T18:34:20Z,cooperative,NA,1,3,1,NA,2,10,5,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240528_155420_tesoura,2024-05-28,tesoura,2024-05-28T18:54:20Z,2024-05-28T18:54:20Z,cooperative,10,1,5,1,NA,1,5,7,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,6540,NA
20240529_095743_quarto,2024-05-29,quarto,2024-05-29T12:57:43Z,2024-05-29T12:57:43Z,cooperative,NA,1,1,1,NA,2,8,NA,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
20240529_095840_quarto,2024-05-29,quarto,2024-05-29T12:58:40Z,2024-05-29T12:58:40Z,cooperative,NA,1,1,1,NA,1,8,NA,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
20240529_100721_quarto,2024-05-29,quarto,2024-05-29T13:07:21Z,2024-05-29T13:07:21Z,cooperative,1,1,1,1,NA,1,5,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_100804_quarto,2024-05-29,quarto,2024-05-29T13:08:04Z,2024-05-29T13:08:04Z,cooperative,1,1,1,1,NA,1,5,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_101330_quarto,2024-05-29,quarto,2024-05-29T13:13:30Z,2024-05-29T13:13:30Z,cooperative,1,1,1,1,NA,2,7,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_102227_quarto,2024-05-29,quarto,2024-05-29T13:22:27Z,2024-05-29T13:22:27Z,cooperative,1,1,2,1,NA,2,12,6,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_102412_quarto,2024-05-29,quarto,2024-05-29T13:24:12Z,2024-05-29T13:24:12Z,cooperative,2,1,2,1,NA,1,10,7,FALSE,0,FALSE,0,0,TRUE,off,On 149:10:24:05,NA,6619,NA
20240529_102509_quarto,2024-05-29,quarto,2024-05-29T13:25:09Z,2024-05-29T13:25:09Z,cooperative,2,1,2,1,NA,1,10,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_102528_quarto,2024-05-29,quarto,2024-05-29T13:25:28Z,2024-05-29T13:25:28Z,cooperative,2,1,2,1,NA,1,10,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_103353_quarto,2024-05-29,quarto,2024-05-29T13:33:53Z,2024-05-29T13:33:53Z,cooperative,2,1,2,1,NA,1,6,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_103421_quarto,2024-05-29,quarto,2024-05-29T13:34:21Z,2024-05-29T13:34:21Z,cooperative,2,1,2,1,JH,1,7,21,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_103444_quarto,2024-05-29,quarto,2024-05-29T13:34:44Z,2024-05-29T13:34:44Z,cooperative,2,1,2,1,JH,2,7,4;7,FALSE,0,TRUE,2,2,TRUE,off,on,NA,NA,NA
20240529_103746_quarto,2024-05-29,quarto,2024-05-29T13:37:46Z,2024-05-29T13:37:46Z,cooperative,2,1,2,1,NA,2,9,7;4,FALSE,0,FALSE,0,0,TRUE,off,off:10:44:05,NA,NA,NA
20240529_104603_quarto,2024-05-29,quarto,2024-05-29T13:46:03Z,2024-05-29T13:46:03Z,cooperative,NA,1,2,1,NA,1,9,7,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_110727_quarto,2024-05-29,quarto,2024-05-29T14:07:27Z,2024-05-29T14:07:27Z,cooperative,3,1,1,1,10,2,5,6,FALSE,0,TRUE,1,2,TRUE,off,on,NA,6711,NA
20240529_111008_quarto,2024-05-29,quarto,2024-05-29T14:10:08Z,2024-05-29T14:10:08Z,cooperative,3,1,1,1,NA,3,5,7;4,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_111206_quarto,2024-05-29,quarto,2024-05-29T14:12:06Z,2024-05-29T14:12:06Z,cooperative,3,1,1,1,NA,2,6,4,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240529_111236_quarto,2024-05-29,quarto,2024-05-29T14:12:36Z,2024-05-29T14:12:36Z,cooperative,3,1,1,1,NA,2,6,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,6742,NA
20240529_111416_quarto,2024-05-29,quarto,2024-05-29T14:14:16Z,2024-05-29T14:14:16Z,cooperative,3,1,1,1,NA,3,6,7;4,FALSE,0,TRUE,1,1,TRUE,off,on,NA,NA,NA
20240529_111445_quarto,2024-05-29,quarto,2024-05-29T14:14:45Z,2024-05-29T14:14:45Z,cooperative,NA,1,1,1,NA,1,6,6,FALSE,0,FALSE,0,0,TRUE,off,off:11:14:34,NA,6751,NA
20240529_111717_quarto,2024-05-29,quarto,2024-05-29T14:17:17Z,2024-05-29T14:17:17Z,cooperative,NA,1,1,1,NA,3,7,7,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_112233_quarto,2024-05-29,quarto,2024-05-29T14:22:33Z,2024-05-29T14:22:33Z,cooperative,NA,1,1,1,NA,2,8,4,FALSE,0,TRUE,1,1,TRUE,off,off,NA,NA,NA
20240529_112402_quarto,2024-05-29,quarto,2024-05-29T14:24:02Z,2024-05-29T14:24:02Z,cooperative,NA,1,1,1,NA,3,6,6,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_112615_quarto,2024-05-29,quarto,2024-05-29T14:26:15Z,2024-05-29T14:26:15Z,cooperative,NA,1,1,1,NA,2,9,6,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_112753_quarto,2024-05-29,quarto,2024-05-29T14:27:53Z,2024-05-29T14:27:53Z,cooperative,NA,1,1,1,NA,1,9,7,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240529_113539_quarto,2024-05-29,quarto,2024-05-29T14:35:39Z,2024-05-29T14:35:39Z,cooperative,NA,1,1,1,JH; 33,2,9,7,FALSE,0,TRUE,1,2,TRUE,off,off,NA,NA,NA
20240529_113806_quarto,2024-05-29,quarto,2024-05-29T14:38:06Z,2024-05-29T14:38:06Z,cooperative,NA,1,2,1,33,1,9,6,FALSE,0,FALSE,0,0,TRUE,off,off,6D,4155,NA
20240529_114800_quarto,2024-05-29,quarto,2024-05-29T14:48:00Z,2024-05-29T14:48:00Z,cooperative,4,1,1,1,33,1,3,NA,FALSE,0,TRUE,1,2,TRUE,off,on,NA,NA,NA
20240529_120322_quarto,2024-05-29,quarto,2024-05-29T15:03:22Z,2024-05-29T15:03:22Z,cooperative,5,1,1,1,NA,1,5,7,FALSE,0,FALSE,1,0,TRUE,off,NA,NA,NA,NA
20240529_120619_quarto,2024-05-29,quarto,2024-05-29T15:06:19Z,2024-05-29T15:06:19Z,cooperative,5,1,2,1,NA,2,5,21,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
20240529_120930_quarto,2024-05-29,quarto,2024-05-29T15:09:30Z,2024-05-29T15:09:30Z,cooperative,5,1,1,1,NA,1,5,7,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
20240529_120953_quarto,2024-05-29,quarto,2024-05-29T15:09:53Z,2024-05-29T15:09:53Z,cooperative,5,1,1,1,NA,3,5,21;4,FALSE,0,TRUE,2,2,TRUE,off,NA,NA,6945,NA
20240529_121100_quarto,2024-05-29,quarto,2024-05-29T15:11:00Z,2024-05-29T15:11:00Z,cooperative,5,1,1,1,NA,2,5,7,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,6945,NA
20240529_121158_quarto,2024-05-29,quarto,2024-05-29T15:11:58Z,2024-05-29T15:11:58Z,cooperative,5,1,2,1,NA,1,5,NA,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,6950,NA
20240529_121257_quarto,2024-05-29,quarto,2024-05-29T15:12:57Z,2024-05-29T15:12:57Z,cooperative,5,1,2,1,NA,2,5,7,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
