FrameIndex,FrameID,ObjectID,CenterX_px,CenterY_px,Width_px,Height_px,EstAltitude_m,GSD_cmpx,CenterX_m,CenterY_m,Width_m,Height_m,IndividualCount,Distances_px,MaxDistance_px,Distances_m,MaxDistance_m,Angle_deg,AngleXVal,AngleYVal,FilteredAngle_deg,FilteredAngleXVal,FilteredAngleYVal,NeighborFrameObjsPlusMinus25Deg_count,NeighborsConsideredForAngleFiltering,NeighborWindowStart,NeighborWindowEnd,ObjectGroupLength,MovingAvgAngleXVal,MovingAvgAngleYVal,MovingAvgAngle_deg,Angles_deg
6413,20240521_DJI_0007_006414,50,911.8494987487793,1325.6388688087463,115.5465316772461,61.15938663482666,80.0,2.696075809379276,24.58415375371202,35.740228861681686,3.115222089126994,1.6489034282263038,2,{53: 991.7447506198823},991.7447506198823,{53: 26.738190312251483},26.738190312251483,-177.70085,-239.9582,-9.63416,-177.70085,-239.9582,-9.63416,3,27,0,27,27,-164.6566715333333,2.8212022800000005,179.0183989066328,{53: -6.110743201670033}
6413,20240521_DJI_0007_006414,53,1781.949405670166,849.7357249259949,139.32918548583984,60.16430854797363,80.0,2.696075809379276,48.04270686165113,22.909519323383375,3.7564204652889095,1.6220753686422251,2,{50: 991.7447506198823},991.7447506198823,{50: 26.738190312251483},26.738190312251483,174.02068,-179.81316,18.833494,174.02068,-179.81316,18.833494,6,67,0,67,67,-264.7357518181818,32.93865954545455,172.90765570496276,{50: 6.110743201670033}
6414,20240521_DJI_0007_006415,50,911.4443778991699,1325.9834575653076,118.45012664794922,62.49306678771973,80.0,2.696075809379276,24.573231388486953,35.74951923578917,3.1935052107344744,1.684860456202946,2,{53: 992.2017820909464},992.2017820909464,{53: 26.750512227184085},26.750512227184085,179.73682,-227.06482,1.0430583,179.73682,-227.06482,1.0430583,3,27,0,27,27,-175.16693907142854,0.08072765714285778,179.97359459643857,{53: -7.3541259139368265}
6414,20240521_DJI_0007_006415,53,1781.7310523986816,849.4695746898651,131.09561920166016,56.73341989517212,80.0,2.696075809379276,48.03681989191965,22.902343711250474,3.534437276451933,1.5295760096273048,2,{50: 992.2017820909464},992.2017820909464,{50: 26.750512227184085},26.750512227184085,175.0616,-236.06007,20.396887,175.0616,-236.06007,20.396887,6,67,0,67,67,-268.9765908333333,34.841025916666666,172.61946868250175,{50: 7.3541259139368265}
6415,20240521_DJI_0007_006416,50,911.098108291626,1325.7442474365234,117.75152206420898,62.1910285949707,80.0,2.696075809379276,24.563895697362728,35.74306994937344,3.174670301549039,1.6767172775531534,2,{53: 991.7858346101697},991.7858346101697,{53: 26.739297967775137},26.739297967775137,177.07191,-220.06265,11.256035,177.07191,-220.06265,11.256035,3,27,0,27,27,-181.69739284615383,-1.1305510615384609,-179.64350083721038,{53: -8.035626878763878}
6415,20240521_DJI_0007_006416,53,1780.6511306762695,848.7571585178375,127.66502380371094,55.410168170928955,80.0,2.696075809379276,48.007704383601464,22.883136431174336,3.4419458238101455,1.493900139992791,2,{50: 991.7858346101697},991.7858346101697,{50: 26.739297967775137},26.739297967775137,174.76013,-244.76346,22.446947,174.76013,-244.76346,22.446947,6,67,0,67,67,-271.08428769230767,36.55148007692308,172.32087228402574,{50: 8.035626878763878}
6416,20240521_DJI_0007_006417,50,910.0761795043945,1326.6168880462646,113.86688232421875,59.66940879821777,80.0,2.696075809379276,24.536343722541098,35.76659700175549,3.0699374692376282,1.6087324962083787,2,{53: 993.8437709654178},993.8437709654178,{53: 26.794781492021407},26.794781492021407,178.11188,-265.57086,8.75478,178.11188,-265.57086,8.75478,3,27,0,27,27,-192.74437416666663,-1.6540953999999992,-179.50831063549415,{53: -8.335373485561718}
6416,20240521_DJI_0007_006417,53,1780.832233428955,847.5455617904663,125.35388946533203,54.6884822845459,80.0,2.696075809379276,48.01258705110674,22.850470864900448,3.3796358899908534,1.4744429413903128,2,{50: 993.8437709654178},993.8437709654178,{50: 26.794781492021407},26.794781492021407,173.89052,-277.66208,29.720049,173.89052,-277.66208,29.720049,6,67,0,67,67,-273.2832078571429,37.64743464285714,172.15631587894416,{50: 8.335373485561718}
6417,20240521_DJI_0007_006418,50,911.5359878540039,1327.5281524658203,111.32034301757812,58.037424087524414,80.0,2.696075809379276,24.575701262318216,35.791165381330615,3.0012808390149557,1.564732951210607,2,{53: 991.1551385517735},991.1551385517735,{53: 26.722293923914012},26.722293923914012,-175.97856,-271.29617,-19.072924,-175.97856,-271.29617,-19.072924,3,27,0,27,27,-196.60129272727272,-3.223766072727272,-179.0605777022447,{53: -8.888983122442255}
6417,20240521_DJI_0007_006418,53,1778.287696838379,846.768354177475,125.19424438476562,54.91295099258423,80.0,2.696075809379276,47.94398441562741,22.829516758457935,3.3753317375928384,1.4804947879273604,2,{50: 991.1551385517735},991.1551385517735,{50: 26.722293923914012},26.722293923914012,173.27426,-259.2542,30.573437,173.27426,-259.2542,30.573437,6,67,0,67,67,-275.92987933333336,38.531739,172.05043917531307,{50: 8.888983122442255}
6418,20240521_DJI_0007_006419,53,1776.7261505126953,846.9050180912018,120.7781982421875,53.30220937728882,80.0,2.696075809379276,47.90188394288841,22.83320132117607,3.2562717858117636,1.4370679728857758,1,{},0.0,{},0.0,173.55457,-275.04675,31.072336,173.55457,-275.04675,31.072336,6,67,0,67,67,-277.806008125,39.209127375,171.96642151338892,{}
6419,20240521_DJI_0007_006420,53,1776.031837463379,847.2973394393921,117.850341796875,52.46941566467285,80.0,2.696075809379276,47.88316473672442,22.843778602139665,3.1773345564563407,1.414615223057905,1,{},0.0,{},0.0,172.13779,-271.88693,37.544704,172.13779,-271.88693,37.544704,6,67,0,67,67,-280.7744594117647,39.44675911764706,172.00270507029933,{}
