date_dmy,sampling_start_final_time_hh_mm,camera_photo,photoid_number,dolphin_photoid,hydrophone_track_on_off,hydro_buzz,sonar_start_final_time_hh_mm,drone_start_final_time_hh_mm,event_interaction,time_event_hh_mm,site,treatment,fishers_number_nets,fishers_number_tags,fishers_number_line,dolphins_number_site,dolphins_number_throw,nets_with_fish,fish_catch_total,observation
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:01:37,quarto,CO,2,NA,11,6,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,on 15:08:40,,NA,OFF,9,15:14:28,quarto,CO,3,NA,7,3,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:15:53,quarto,CO,1,NA,7,3,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:17:40,quarto,CO,1,NA,9,3,2,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:18:04,quarto,CO,1,NA,9,3,3,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:19:08,quarto,CO,3,21,9,3,NA,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:22:50,tesoura,FO2,2,NA,13,3,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,9,15:23:46,tesoura,FO2,2,NA,13,3,0,0,0,
22/05/2024,09:57:00-15:54:00,7D_LAG,4409,10,,,NA,OFF,9,15:27:07,tesoura,CO,4,NA,13,3,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,off 15:29:00,,NA,OFF,9,15:28:20,tesoura,CO,3,NA,13,3,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:33:57,tesoura,FO2,1,NA,9,3,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:34:04,tesoura,FO2,1,NA,9,3,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:36:30,quarto,CO,1,NA,16,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:37:04,quarto,CO,1,NA,16,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:37:27,quarto,CO,1,NA,16,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:38:04,quarto,CO,1,NA,16,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,NA,15:39:19,tesoura,FO2,1,NA,7,3,0,0,0,
22/05/2024,09:57:00-15:54:00,7D_LAG,4413,,on 15:40:13,,NA,OFF,10,15:42:23,quarto,CO,1,NA,10,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:43:05,tesoura,FO2,1,NA,11,1,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:43:44,tesoura,FO2,2,NA,11,1,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:46:41,tesoura,FO2,1,NA,7,1,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:49:49,quarto,CO,5,21,11,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:50:03,quarto,CO,3,NA,11,1,1,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,15:50:59,tesoura,FO2,1,20,20,1,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,OFF,10,NA,quarto,CO,3,NA,16,1,1,1,1,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,off 15:53:00,,NA,OFF,10,15:53:13,tesoura,FO2,1,20,4,1,0,0,0,
22/05/2024,09:57:00-15:54:00,NA,NA,NA,,,NA,,,,,,,NA,,,,,,
23/05/2024,08:39:37-16:05:00,,,,moth on 08:39:37,,NA,on 09:35:38,1,09:35:38,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,on 09:37:18,,NA,,1,09:36:32,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,1,09:36:46,tesoura,FO2,1,12,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,1,09:38:25,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,1,09:42:00,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,1,09:42:20,tesoura,FO2,1,20,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,1,09:44:25,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,off 09:53:00,,NA,off 09:52:53,1,09:46:59,tesoura,FO2,1,NA,11,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,09:54:48,tesoura,FO2,2,12;23,14,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:04:19,tesoura,FO2,1,23,17,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:08:40,tesoura,FO2,1,NA,18,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:12:05,tesoura,FO2,2,12,17,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:13:14,tesoura,FO2,1,23,15,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:14:08,tesoura,FO2,2,NA,15,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:14:18,tesoura,FO2,1,NA,15,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,JH,,,NA,,NA,10:15:31,quarto,CO,4,97;14,4,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,JH,,,NA,,NA,10:18:00,tesoura,CO,3,97,16,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4452,JH,,,NA,,NA,10:20:03,tesoura,CO,3,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:20:40,tesoura,CO,2,4,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:21:26,tesoura,FO2,2,12;97,17,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:21:38,tesoura,FO2,1,NA,17,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:22:00,tesoura,CO,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:22:51,tesoura,FO1,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,10:22:55,tesoura,CO,2,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:23:27,tesoura,CO,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4461,,,,NA,,2,10:24:18,tesoura,CO,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4462,,,,NA,,2,10:24:44,tesoura,CO,2,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4464,,,,NA,,2,10:24:57,tesoura,CO,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4465,,,,NA,,2,10:26:33,tesoura,CO,1,NA,17,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4467,,ON,,NA,ON,2,10:27:30,tesoura,CO,3,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:28:38,tesoura,FO2,2,97,18,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:29:07,tesoura,FO2,1,NA,18,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,4470,,,,NA,,2,10:29:27,tesoura,CO,1,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4472,,,,NA,,2,10:30:24,tesoura,CO,2,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4473,,,,NA,,2,10:31:10,tesoura,CO,1,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4474,,,,NA,,2,10:31:21,tesoura,CO,3,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:35:39,tesoura,CO,2,4;23,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:35:49,tesoura,CO,2,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,2,10:36:01,tesoura,FO2,1,NA,18,1,0,0,0,
23/05/2024,08:39:37-16:05:00,,4479,,,,NA,,2,10:36:08,tesoura,CO,2,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4481,,,,NA,,2,10:36:39,tesoura,CO,2,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4481,,,,NA,,2,10:37:11,tesoura,CO,1,NA,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,off 10:39:40,off 10:39,NA,,2,10:37:50,tesoura,CO,2,97;23,18,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,4486,,off ,off,NA,,NA,10:41:01,tesoura,CO,2,NA,18,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,4529,,99 on 10:46,on 10:46,NA,,3,10:47:42,tesoura,CO,3,NA,18,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,3,10:49:37,tesoura,CO,2,2,19,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,3,10:49:50,tesoura,FO2,2,23,19,3,0,0,0,
23/05/2024,08:39:37-16:05:00,,4544,,,,NA,,3,10:53:37,tesoura,CO,2,NA,19,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,4549,,,,NA,,3,10:55:29,tesoura,CO,3,6;23,19,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,3,10:57:23,quarto,CO,1,NA,1,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4550,,,,NA,,3,10:58:58,tesoura,CO,3,NA,16,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,JH,off 11:03:00,off 11:03:00,NA,,3,11:02:35,tesoura,CO,2,NA,16,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,11:04:50,tesoura,CO,3,23;97,16,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,11:05:58,tesoura,CO,1,6,16,2,2,1,1,descartou
23/05/2024,08:39:37-16:05:00,,4580,,on 11:09,on 11:09,NA,,4,11:15:05,tesoura,CO,2,NA,18,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4584,,,,NA,,4,11:15:35,tesoura,CO,3,4;23,18,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,4,11:18:27,tesoura,FO2,1,2,18,2,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,on,4,11:19:24,tesoura,CO,2,NA,18,2,2,0,0,
23/05/2024,08:39:37-16:05:00,,4591,92,on,,NA,on,4,11:19:30,tesoura,CO,4,97;6,18,2,2,1,1,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,on,4,11:25:18,tesoura,FO2,2,2,18,2,0,0,0,
23/05/2024,08:39:37-16:05:00,,4614,,on,,NA,off 11:28,4,11:26:54,tesoura,CO,6,23;6,18,2,1,1,4,
23/05/2024,08:39:37-16:05:00,,4629,31,off 11:28,,NA,off ,NA,11:29:48,tesoura,CO,6,26;23,18,4,1,1,2,
23/05/2024,08:39:37-16:05:00,,,,off,,NA,off ,NA,11:30:44,tesoura,CO,3,NA,18,4,1,1,6,
23/05/2024,08:39:37-16:05:00,,,,off,,NA,off ,NA,11:31:02,tesoura,CO,3,4;6;97,18,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,off,,NA,off ,NA,11:31:08,tesoura,CO,2,NA,18,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,off,,NA,off ,NA,11:31:40,tesoura,CO,1,NA,18,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,, 101 on 11:35,,NA,11:34,5,11:34:34,tesoura,CO,5,20;97,15,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4673/4674,,on,,NA,on,5,11:40:56,tesoura,CO,5,23;6;20,15,4,3,0,0,
23/05/2024,08:39:37-16:05:00,,4676,,on,,NA,on,5,11:44:06,tesoura,CO,2,6,15,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4681,,on,,NA,on,5,11:44:33,tesoura,CO,2,20;23,15,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,on,5,11:45:58,tesoura,CO,3,97,15,4,3,0,0,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,on,5,11:47:20,tesoura,FO2,2,6;23,15,4,0,0,0,
23/05/2024,08:39:37-16:05:00,,4692,,on,,NA,on,5,11:47:46,tesoura,CO,2,97,15,4,1,1,1,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,on,5,11:48:27,tesoura,CO,1,NA,14,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4696,,on,,NA,on,5,11:48:53,tesoura,CO,1,NA,14,4,1,1,1,
23/05/2024,08:39:37-16:05:00,,,,off 11:51,,NA,off 11:51,5,11:50:17,tesoura,CO,3,23,14,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4722,,off,,NA,off,NA,11:55:39,tesoura,CO,5,20;23,13,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4741,,12:07:30,,NA,on 12:06:60,6,12:07:58,tesoura,CO,3,NA,15,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4753,,off,,NA,off 12:23:10,6,12:22:05,tesoura,CO,2,20;23,13,4,1,1,0,
23/05/2024,08:39:37-16:05:00,,4756,,off,,NA,off ,NA,12:24:55,tesoura,CO,2,4,13,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4757,,off,,NA,off ,NA,12:25:42,tesoura,CO,3,97,13,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,on 103 12:29:09,,NA,off ,NA,12:28:59,tesoura,CO,3,23;4,14,4,1,1,1,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,off ,NA,12:31:21,tesoura,CO,1,NA,13,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4761,62,on,,NA,off ,NA,12:32:52,tesoura,CO,2,23,13,4,3,0,0,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,off ,NA,12:37:33,quarto,FO2,1,12,12,4,0,0,0,
23/05/2024,08:39:37-16:05:00,,4774,,on,,NA,off ,NA,12:40:43,tesoura,CO,3,4;97,12,4,1,1,1,
23/05/2024,08:39:37-16:05:00,,,,on,,NA,off ,NA,12:41:23,tesoura,CO,1,12,12,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4788,103,,,NA,off,NA,12:53:33,tesoura,CO,1,NA,12,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,4807,,,,NA,off,NA,13:02:50,tesoura,CO,4,2;4;89,16,3,1,1,5,
23/05/2024,08:39:37-16:05:00,,4813,,,,NA,off,NA,13:03:50,tesoura,CO,3,97,16,3,1,1,1,
23/05/2024,08:39:37-16:05:00,,,69,,,NA,off,NA,13:09:06,tesoura,CO,5,23;2;20,15,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,off,NA,13:11:46,tesoura,WN,0,NA,22,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,on 13:14:00,7,13:17:28,quarto,FO2,1,NA,2,2,0,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,7,13:39:38,tesoura,CO,2,2;6,15,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4866,69,,,NA,13:40:20,8,13:43:46,tesoura,CO,5,2;20;6,14,2,2,2,6;1,
23/05/2024,08:39:37-16:05:00,,4884,85,,,NA,13:55:59,8,13:54:04,tesoura,CO,3,20;2;6,16,2,2,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,off,8,13:56:27,tesoura,CO,6,6;2;4,18,3,2,1,1,
23/05/2024,08:39:37-16:05:00,,4902,,,,NA,off,NA,13:58:06,tesoura,CO,3,NA,18,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,jh,,,NA,off,NA,14:09:56,tesoura,CO,3,2;20;89,18,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,,jh,,,NA,off,NA,14:10:05,tesoura,FO1,2,NA,18,3,1,0,0,
23/05/2024,08:39:37-16:05:00,,4921,71;106,,,NA,on 14:18:25,9,14:20:20,tesoura,CO,2,89,16,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,on,9,14:20:34,tesoura,CO,2,6;4,16,2,2,0,0,
23/05/2024,08:39:37-16:05:00,,,71,,,NA,on,9,14:26:22,tesoura,CO,4,89,15,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4936,74,,,NA,on,9,14:30:45,tesoura,CO,2,89?,15,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4946,,,,NA,on,9,14:31:31,tesoura,CO,3,2,15,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4970,,,,NA,off 14:33:30,NA,14:34:02,tesoura,CO,4,2;6,13,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,off,NA,14:40:17,tesoura,CO,3,2;6,11,4,1,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,14:41:38,tesoura,CO,4,6;20,10,2,2,0,0,
23/05/2024,08:39:37-16:05:00,,,,,,NA,,NA,14:41:45,tesoura,FO1,2,NA,10,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,4992,,,,NA,,NA,14:42:50,tesoura,CO,3,NA,10,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,60,,,NA,,NA,14:42:57,tesoura,FO1,1,NA,10,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,,60,,,NA,,NA,14:46:14,tesoura,CO,3,2;6,12,2,1,2,3,
23/05/2024,08:39:37-16:05:00,,,60,,,NA,,NA,14:53:12,tesoura,CO,4,2;6;20,11,2,1,1,2,
23/05/2024,08:39:37-16:05:00,,,,,,NA,on 14:54:16,10,14:55:29,tesoura,CO,3,NA,9,2,1,0,0,
23/05/2024,08:39:37-16:05:00,,5007,,,,NA,off 15:09:12,10,15:04:24,tesoura,CO,4,2;20,10,2,1,NA,NA,
23/05/2024,08:39:37-16:05:00,,,#60,off,,NA,on 15:46:58,11,15:30:38,tesoura,CO,4,20,8,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,#60,off,,NA,off 15:41:00,11,15:33:42,tesoura,CO,4,20,8,1,1,0,0,
23/05/2024,08:39:37-16:05:00,,,#60,off,,NA,off,NA,15:42:43,tesoura,CO,4,NA,7,1,1,1,4,
23/05/2024,08:39:37-16:05:00,,,,on 15:47:04 ,,NA,on:15:46:58,12,15:52:59,quarto,CO,3,14,6,1,1,0,0,Mike GoPro 
23/05/2024,08:39:37-16:05:00,,,,,,NA,off 15:57:15,,,,,,NA,,,,,,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:26:54,tesoura,FO3,1,97,2,0,0,0,,60;23+FI23 155520 photogrammetry
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:28:56,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:31:26,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:32:32,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:34:26,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:37:29,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:38:53,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:41:24,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:43:20,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:45:55,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:48:08,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:50:35,tesoura,FO3,1,NA,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:52:16,tesoura,FO3,1,NA,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:53:47,tesoura,FO3,2,20;97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:57:17,tesoura,FO3,1,97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,10:58:45,tesoura,FO3,1,NA,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:01:21,tesoura,FO3,1,NA,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:01:29,tesoura,FO3,1,97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:06:48,tesoura,FO3,1,20,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:12:47,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:17:00,tesoura,FO3,1,97,2,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:22:29,tesoura,FO3,1,97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:23:53,tesoura,FO3,1,2,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:27:12,tesoura,FO3,1,97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:31:21,tesoura,FO3,1,97,3,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:40:34,tesoura,FO3,1,2,1,0,0,1,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:54:53,tesoura,FO3,2,6;97,2,0,0,1,2,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:57:01,tesoura,FO3,2,6;52,4,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:59:09,tesoura,FO3,1,6,4,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,11:59:15,tesoura,FO3,3,52;5,4,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:01:26,tesoura,FO3,1,6,8,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:01:31,tesoura,FO3,3,5;52,8,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:02:40,tesoura,FO3,2,2;97,8,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:02:57,tesoura,FO3,1,NA,8,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:04:00,tesoura,FO3,3,20;52,11,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:04:07,tesoura,FO3,1,NA,11,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:04:30,tesoura,FO3,1,NA,11,0,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:08:36,tesoura,CO,1,NA,16,1,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:08:59,tesoura,CO,2,NA,16,1,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:09:13,tesoura,CO,3,NA,16,1,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:09:32,tesoura,FO2,3,2;97,16,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off ,,NA,off,NA,12:11:26,tesoura,FO2,1,6,14,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,on 111: 12:11:00,,NA,on:12:11:50,1,12:11:36,tesoura,FO2,1,NA,14,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,1,12:12:48,tesoura,FO1,2,52,16,3,1,1,2,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,1,12:19:20,tesoura,FO2,2,20;6,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,1,12:19:42,tesoura,FO2,2,2;97,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,1,12:21:08,tesoura,FO2,1,97,15,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,5140,JH,off:12:21:19,,NA,off:12:26:10,1,12:24:07,tesoura,CO,2,6;2,17,3,1,1,2,
24/05/2024,10:25:00-16:40:00,,5152,60,on 112: 12:31:18,,NA,on:12:31:12,NA,12:29:28,tesoura,CO,1,52,15,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,2,12:32:44,tesoura,FO2,1,5,15,1,1,1,0,
24/05/2024,10:25:00-16:40:00,,,JH,on,,NA,on,2,12:32:57,tesoura,CO,2,6;2,15,1,1,1,0,
24/05/2024,10:25:00-16:40:00,,5157,JH,on,,NA,on,2,12:33:16,tesoura,CO,1,52,15,1,1,1,0,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,2,12:33:51,tesoura,CO,3,97;51;20,15,1,1,0,0,
24/05/2024,10:25:00-16:40:00,,,JH,on,,NA,on,2,12:34:42,tesoura,CO,1,4,13,1,1,1,1,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,2,12:41:25,tesoura,FO2,2,5,21,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off:12:46:14,,NA,off:12:46:11,2,12:44:42,tesoura,FO2,2,14,21,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,12:45:59,tesoura,FO2,1,51,20,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,on 113: 12:51:11,,NA,on:12:50:00,3,12:54:04,tesoura,FO2,1,5,14,1,0,0,0,
24/05/2024,10:25:00-16:40:00,,5202,,on,,NA,on,3,13:02:42,tesoura,CO,2,NA,15,3,2,0,0,
24/05/2024,10:25:00-16:40:00,,,,off:13:06:35,,NA,off:13:07:20,4,13:26:28,tesoura,FO2,1,6,16,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,5,13:35:45,tesoura,FO2,1,20,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,5,13:35:55,tesoura,FO2,1,52,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,JH,on 114:13:11:29,,NA,on:13:11:21,NA,13:52:02,tesoura,CO,2,50,18,3,1,0,0,
