date_dmy,sampling_start_final_time_hh_mm,camera_photo,photoid_number,dolphin_photoid,hydrophone_track_on_off,hydro_buzz,sonar_start_final_time_hh_mm,drone_start_final_time_hh_mm,event_interaction,time_event_hh_mm,site,treatment,fishers_number_nets,fishers_number_tags,fishers_number_line,dolphins_number_site,dolphins_number_throw,nets_with_fish,fish_catch_total,observation
01/06/2024,,,,,off: 13:58:00,,,off,NA,13:58:20,tesoura,FO2,3,2,19,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:00:58,tesoura,FO2,1,23,19,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:01:37,tesoura,FO2,1,NA,19,3,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:01:41,tesoura,FO2,1,NA,19,3,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:01:48,tesoura,FO2,1,5,19,3,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:02:01,tesoura,FO2,1,NA,19,3,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:02:04,tesoura,FO2,2,79,19,3,0,0,0,
01/06/2024,,,,,on 196: 14:04:00,,,off,9,14:03:30,tesoura,FO2,1,2,19,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:05:22,quarto,FO2,2,NA,7,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:06:20,tesoura,FO2,2,23;21,15,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:06:29,tesoura,FO2,1,5,15,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:07:30,tesoura,FO2,1,79,15,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:08:31,tesoura,FO2,1,5,15,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:11:20,quarto,FO2,1,NA,7,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:11:39,tesoura,FO2,1,5,14,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:11:54,tesoura,FO2,1,23,14,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:12:46,quarto,FO2,1,NA,7,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:13:33,tesoura,FO2,1,NA,12,3,0,0,0,
01/06/2024,,,,,on,,,off,9,14:23:20,quarto,FO2,1,NA,10,2,0,0,0,
01/06/2024,,,,,off: 14:24:00,,,off,NA,14:27:25,tesoura,FO2,1,NA,11,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:31:41,tesoura,FO2,2,NA,9,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:32:08,tesoura,FC,1,51,9,1,0,0,0,
01/06/2024,,,,,on 197: 14:34:00,,,off,10,14:33:05,quarto,FO2,1,NA,8,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:35:14,quarto,FO2,2,NA,8,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:37:26,quarto,FO2,1,NA,8,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:38:40,quarto,FO2,1,NA,8,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:40:26,quarto,FO2,1,NA,7,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:41:19,quarto,FO2,2,NA,6,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:47:48,quarto,FO2,1,NA,4,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:48:20,tesoura,FO2,2,79,9,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:49:08,tesoura,FO2,1,NA,9,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:50:18,tesoura,FO2,3,50,7,1,0,0,0,
01/06/2024,,,,,on,,,off,10,14:50:58,tesoura,FO2,1,NA,7,1,0,0,0,
01/06/2024,,,,,off: 14:54:00,,,off,NA,14:52:23,quarto,FO2,5,NA,6,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:52:23,tesoura,FO2,1,NA,6,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:52:42,tesoura,FO2,1,NA,5,1,0,0,0,
01/06/2024,,,,,off,,,off,NA,14:54:50,quarto,FO3,1,NA,3,0,0,0,0,
